corp_code,corp_name,corp_name_eng,stock_name,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
00359474,(주)제이웨이,"J way Co.,Ltd.",제이웨이,058420,홍병한,K,1101111025439,1138129812,"광주광역시 서구 상무중앙로 57 402호(치평동,에스클래스상가)",jway.kr,,02-3400-8500,02-3454-0642,59130,19940406,12
01396676,(주)일승,"IL SEUNG Co., LTD",일승,333430,손지익,K,1101117196523,7928701467,부산광역시 강서구 녹산산단165로14번길 31 주식회사 일승,ilseung.co.kr,,051-831-4110,,311,20190807,12
00220561,(주)광주신세계,"GwangjuShinsegae. Co.,Ltd.",광주신세계,037710,이동훈,Y,2001110054795,4108127563,광주광역시 서구  무진대로 932 (주)광주신세계,www.gjshinsegae.com,,062-360-1234,062)360-1133,47111,19950410,12
00256955,(주)테이팩스,TAPEX INC,테이팩스,055490,김상구,Y,1201110095499,1398115931,"경기도 수원시 영통구 대학4로 17 제8층 812호, 813호(이의동, 에이스광교타워 1차)",tapex.co.kr,,031-8047-4100,031-8047-4292,2229,19940801,12
00142661,(주)우성,"WOOSUNG CO., LTD.",우성,006980,한재규,Y,1601110001167,3058120439,대전광역시 대덕구 한밭대로 1027,wsgroup.co.kr,,042-670-1724,042-670-1793,106,19701230,12
00611912,(주)아모그린텍,"AMOGREENTECH Co., Ltd.",아모그린텍,125210,"양성철, 김병규(각자대표)",K,1244110064402,1378158268,경기도 김포시 통진읍 김포대로1950번길 91,amogreentech.co.kr,,031-987-3383,031-989-7723,2629,20040106,12
00454399,(주)이상네트웍스,"eSANGNetworksCo.,Ltd",이상네트웍스,080010,김기배,K,1101111892010,1078178114,서울특별시 마포구 월드컵북로58길 9 ES타워,www.e-sang.net,,02-6121-6200,02-6121-6201,4610,20000228,12
00256502,(주)에이텍,"ATEC CO.,Ltd",에이텍,045660,"신승영, 이상훈(각자 대표이사)",K,1101110954374,2148156422,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩)",www.atec.kr,,031-698-8800,031-698-8879,26310,19930630,12
00808068,(주)협진,"Hyupjin Co., Ltd.",협진,138360,김종서,K,1355110151022,1408101965,경기도 시흥시 엠티브이28로 16 -,http://www.hjfm.co.kr/,www.hjfm.co.kr,031-432-9028,031-432-9027,20423,20040630,12
00876643,(주)엔피디,"NPD CO.,LTD.",엔피디,198080,강명구,K,1101114275958,2118839044,경기도 안산시 단원구 시화벤처로 515,www.newportdisplay.co.kr,,031-497-8112,031-497-8113,26224,20100202,12
00872984,(주)이마트,E-MART Inc.,이마트,139480,강희석,Y,1101114594952,2068650913,서울특별시 성동구  뚝섬로 377,emartcompany.com/ko/main.do,http://emartcompany.com/ko/investor/governance_01.do,02-380-5678,02-380-9339,471,20110503,12
00480950,(주)이아이디,"E Investment&Development CO.,LTD",이아이디,093230,김성규,Y,1752110014707,5138127033,경기도 광주시 곤지암읍 경충대로 425 4층,www.eid21.co.kr,,031-8027-8855,02-581-2533,467,20020627,12
00468374,(주)원익큐엔씨,WONIK QnC CORPORATION,원익QnC,074600,백홍주,K,1760110035615,5138131648,경북 구미시 구포동 637,www.wonikqnc.com,,054-479-9500,054-479-9599,2312,20031112,12
00651017,나우아이비캐피탈(주),NAU IB Capital,나우IB,293580,이승원,K,1101113731563,1208718329,서울특별시 강남구 삼성로 511 골든타워 11층,www.nauib.com,www.nauib.com,02-565-6234,02-565-6239,64919,20070806,12
00629212,(주)딜리,"DILLI ILLUSTRATE INC.,",딜리,131180,최근수,K,1154110011579,1278165587,경기도 동두천시 강변로702번길 30,-,,031-860-5500,031-860-5590,26323,19960215,12
01030132,(주)경남은행,"Kyongnam Bank Co., Ltd.",경남은행,192520,최홍영,E,1942110226226,6088604478,경상남도 창원시 마산회원구 3.15대로 642 경남은행본점 주식회사 KNB금융지주,www.knbank.co.kr,,055-290-8000,055-290-8199,64121,20140508,12
00359261,빛샘전자(주),"VISSEM Electronics Co., Ltd.",빛샘전자,072950,"강만준, 강명구 (각자대표)",K,1301110049246,1248158831,경기도 용인시 기흥구  언동로 53-11 빛샘전자 (청덕동),www.vissem.com,,031-288 -3420,031-288-3490,262,19981103,12
01113754,오션브릿지(주),"OCEANBRIDGE CO., LTD",오션브릿지,241790,이석규,K,1101114809963,1198653348,경기도 안성시 양성면 동항공단길 49,	http://www.oceanbridge.co.kr,,031-8052-9090,031-8052-8103,292,20120302,12
00136864,(주)신원,SHINWON CORPORATION,신원,009270,박정주,Y,1101110152770,1058111908,서울특별시 마포구  독막로 328 신원빌딩,www.sw.co.kr,,02-3274-5000,3274-5139,14112,19730926,12
01423837,(주)모아데이타,"Moadata Co., Ltd.",모아데이타,288980,한상진,K,1101115373933,2208876854,"경기도 성남시 수정구 달래내로 46 810호 (시흥동, 성남글로벌융합센터)",www.moadata.co.kr,,070-4099-5131,070-4850-8170,58222,20140325,12
01205842,현대건설기계(주),"Hyundai Construction Equipment Co., Ltd.",현대건설기계,267270,최철곤,Y,1101116363868,5288800622,서울특별시 종로구 율곡로 75,www.hyundai-ce.com,,031-8006-6000,,291,20170403,12
00313649,현대바이오사이언스(주),"HYUNDAI BIOSCIENCE CO., LTD.",현대바이오,048410,오상기,K,1344110015693,1268145614,경상북도 김천시  아포읍 아포공단길 106,www.hyundaibioscience.com,,02-1544-3194,02-362-8813,204,20000525,12
00819374,(주)나무가,"Namuga Co.,Ltd",나무가,190510,원태연,K,1311110126192,1298177736,"경기도 성남시 중원구 사기막골로 124, 709호(상대원동, SKn테크노파크)",www.namuga.co.kr,,070-7012-8400,031-776-0122,262,20041014,12
01276327,(주)위지윅스튜디오,"WYSIWYG STUDIOS CO., LTD.",위지윅스튜디오,299900,"박관우, 박인규",K,1101116033833,2898700337,서울특별시 강남구 봉은사로22길 47  ;,www.wswgstudios.com,,02-749-0507,02-794-0507,59120,20160415,12
01038693,(주)드림시큐리티,"Dream Security Co.,Ltd.",드림시큐리티,203650,"범진규, 문진일",K,1101115448356,1078822434,"서울특별시 성동구 아차산로 126 10층 (성수동2가, 더리브세종타워)",www.dreamsecurity.com,,02-2233-5533,02-402-3622,582,20140625,12
01256864,에이비엘바이오(주),ABL Bio Inc.,에이비엘바이오,298380,이상훈,K,1101115974020,4528800266,"경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동)",www.ablbio.com,https://www.ablbio.com,031-8018-9800,031-8018-9836,211,20160216,12
00123718,부광약품(주),"BUKWANG PHARMACEUTICAL IND CO.,LTD",부광약품,003000,"이우현,유희원(각자대표이사)",Y,1101110030405,1188100450,서울특별시 동작구  대방동1길 47,www.bukwang.co.kr,,02-828-8114,02)8288-059,21210,19601017,12
00823429,한국화장품(주),"HANKOOK COSMETICS CO.,LTD.",한국화장품,123690,이용준,Y,1101114342228,1018655141,서울특별시 종로구 청계천로 35,www.ihkcos.co.kr,,02-724-3281,02-724-3822,46443,20100503,12
00234865,주식회사 세종,Sejong Corp.,세종,,이기동,E,1101111302275,1208163929,서울특별시 강동구 상일로10길 36 세종텔레콤지식산업센터,www.sejonginvestment.com,,070-7979-6150,02-554-1114,68112,19960726,12
01031502,(주)코아시아옵틱스,CoAsia Optics,코아시아옵틱스,196450,"위종묵, 김태섭(각자 대표이사)",K,1345110233665,1428172016,"경기도 화성시 동탄첨단산업1로 27 B동 3530호, 3531호, 3532호, 3533호, 3534호, 3535호, 3536호 (영천동,",www.coasiaoptics.com,,070-4468-4460,031-8006-0135,273,20140509,12
00252269,(주)아이에이,"iA, Inc.",아이에이,038880,"김동진, 이용준, 레이먼김 (공동대표이사)",K,1101110963341,2118199077,서울특별시 송파구  송파대로22길 5-23,www.ia-inc.kr,,02-3015-1300,02-400-4085,262,19930805,12
01335578,(주)애니플러스,ANIPLUS INC.,애니플러스,310200,전승택,K,1101116895217,3188109181,"10, Gukjegeumyung-ro, Yeongdeungpo-gu, Seoul, Republic of Korea 28F, Three IFC",www.aniplustv.com,,070-7162-3715,02-3774-8399,591,20181015,12
00673523,엔에이치농협캐피탈(주),"NH Capital Co.,Ltd",엔에이치농협캐피탈,,조두식,E,1101113634428,1048606955,서울특별시 영등포구 국제금융로8길 27-8 NH농협캐피탈빌딩,www.nhcapital.co.kr,,02-1644-3700,02-3709-3690,64913,20070309,12
00323868,웹케시(주),WebCash Corporation,웹케시,053580,강원주,K,1101111731135,2148635102,서울특별시 영등포구 영신로 220 KnK 디지털타워 20층,www.webcash.co.kr,,02-784-1690,02-784-0810,582,19990708,12
00207676,롯데글로벌로지스(주),"Lotte Global Logistics Co.,LTD.",롯데글로벌로지스,,박찬복,E,1101110578231,1028123012,"서울특별시 중구 통일로 10 (남대문로5가, 연세세브란스빌딩)",https://www.lotteglogis.com,,02-2170-3355,02-725-8745,5299,19880613,12
00180263,(주)리더스코스메틱,"LEADERS COSMETICS CO., LTD.",리더스코스메틱,016100,"김진구, 김진상(공동 대표이사)",K,1341110021539,1348112735,서울특별시 광진구 능동로 90 더클래식 500 씨 404호,www.leaderscosmetics.com,,02-3453-8768,02-3453-9014,204,19861224,12
00118026,동원산업(주),"DONGWON INDUSTRIES CO.,LTD",동원산업,006040,"박문서,민은홍",Y,1101110003098,2298111150,서울특별시 서초구 마방로 68 (양재동),dwml.co.kr/,,02-589-3333,589-3775,03111,19690416,12
00255105,(주)골드퍼시픽,"Gold Pacific Co.,Ltd",골드퍼시픽,038530,조정영,K,1101111430498,2208145629,"경기도 성남시 중원구 둔촌대로 555 9층 907호(상대원동, 선일테크노피아)",gold-pacific.com,,02-2029-0700,02-6455-6228,464,19970624,12
00226547,오상자이엘(주),"OSANGJAIEL Co., Ltd ",오상자이엘,053980,"이국래,김선기(각자 대표이사)",K,1201110083303,1228125877,인천 부평구 부평동 604-15,www.osangjaiel.co.kr,,032-524-0700,032-528-6439,62021,19930312,12
00125646,삼목에스폼(주),"SAMMOK S-FORM CO.,LTD.",삼목에스폼,018310,엄석호,K,1101110400377,1338123898,경기도 안성시  미양면 안성맞춤대로 474-40,www.sammok.co.kr,,02-561-0941,02  -561 -5194,2511,19850607,12
00785475,(주)원익피앤이,"WONIK PNE CO., LTD",원익피앤이,131390,박동찬,E,1342110063894,1268177853,경기도 수원시 권선구 산업로 185 -,www.pnesolution.com,,031-299-0100,031-291-9191,281,20040316,12
01032486,두산밥캣 주식회사,Doosan Bobcat Inc.,두산밥캣,241560,"스캇성철박, 조덕제",Y,1101115402237,2018638888,"경기도 성남시 분당구 정자일로 155 정자동, 분당두산타워",www.doosanbobcat.com,,031-5179-3300,031-5179-3458,29241,20140425,12
00360674,코위버(주),"COWEAVER Co.,Ltd.",코위버,056360,황인환,K,1101111883225,1058608183,서울특별시 강서구 마곡중앙8로7길 45 (마곡동),www.coweaver.co.kr,,(02)3140-3300,(02)338-2984,26410,20000218,12
00126414,삼성제약(주),"SAMSUNG PHARMACEUTICAL.CO.,Ltd.",삼성제약,001360,"김상재, 김기호 각자대표",Y,1101110032568,2078100726,경기도 화성시 향남읍 제약공단4길 10 -,www.sspharm.co.kr,,031-353-6681,031-8016-2179,21210,19290815,12
00809429,(주)한일진공,"HANIL VACUUM CO., LTD.",한일진공,123840,"김지훈, 이청균",K,1101114305614,1078733496,인천광역시 남동구  남동동로 183번길 30,www.vacuum-coater.com,http://www.vacuum-coater.com,032-821-9300,032-821-0956,292,20100323,12
00415646,(주)드림텍,"DREAMTECH CO.,LTD.",드림텍,192650,"김형민, 박찬홍(각자대표)",Y,1615110027883,3128131249,경기도 성남시 분당구 황새울로 314,www.idreamtech.co.kr,,031-620-1500,031-620-1599,2629,19980922,12
01214248,(주)뉴트리,"Newtree Co., Ltd.",뉴트리,270870,김도언,K,1101112214429,2148680043,서울시 송파구 백제고분로 27길 6-14 (삼전동 101-3) -,www.newtree.co.kr,,02-565-3494,031-776-3495,10797,20010412,12
01412822,솔루스첨단소재 주식회사,Solus Advanced Materials Co. Ltd.,솔루스첨단소재,336370,"진대제, 서광벽(각자 대표이사)",Y,2149110058927,6688101406,전라북도 익산시 서동로 627 -,www.solusadvancedmaterials.com,,02-3674-5300,,26299,20191001,12
00545716,롯데렌탈(주),"LOTTE rental co., ltd.",롯데렌탈,089860,김현수,Y,1101113326588,2148779183,"경기도 안양시 동안구 전파로 88, 8층",www.lotterental.com/,,02-3404-9994,,76110,20051020,12
00362201,(주)세운메디칼,"SEWOONMEDICAL CO,. LTD.",세운메디칼,100700,이재희,K,1101110324858,2048111321,충청남도 천안시 서북구  입장면 도림길 60 (주)세운메디칼,SEWOONMEDICAL.CO.KR,,041-584-2903,02-922-6558,21300,19820806,12
01186404,주식회사 디앤씨미디어,"D&C MEDIA CO.,LTD.",디앤씨미디어,263720,신현호,K,1101114767153,1058767194,"서울특별시 구로구 디지털로26길 111, 503호(구로동, 제이앤케이디지털타워)",www.dncmedia.co.kr,,02-333-2513,0261246397,581,20120104,12
00133812,세방(주),"SEBANG CO., LTD",세방,004360,최종일,Y,1801110015932,6178103842,부산광역시 남구 우암로 127 (감만동),www.sebang.com,,051-630-5300,02-555-9165,49301,19650913,12
00625942,한솔아이원스(주),"Hansol IONES Co., Ltd.",한솔아이원스,114810,박인래,K,1348110109828,1248633892,경기도 안성시 고삼면 안성대로 2061 (가유리 777-1),www.iones.co.kr,,031-238-7785,031-239-2577,2927,20050701,12
00125150,SGC에너지(주),"SGC Energy Co.,Ltd.",SGC에너지,005090,"이우성, 박준영, 이복영",Y,1101110079817,2148189700,"서울특별시 서초구 양재대로 246 2층,3층 한국소비자원",www.sgcenergy.co.kr,,02-489-8000,02-489-8006,351,19670627,12
00248938,엠캐피탈 주식회사,"M CAPITAL CO., LTD.",엠캐피탈,,안정식,E,1101111419286,1058187072,서울특별시 강남구 도산대로 306 (논현동),www.capital-m.co.kr,http://www.capital-m.co.kr,1588-9688,02)511-3318,64911,19970527,12
00163512,(주)한진,"HANJIN TRANSPORTATION CO.,LTD",한진,002320,노삼석,Y,1101110003668,2018102823,서울특별시 중구 남대문로 63 한진빌딩,www.hanjin.co.kr,,02-728-5114,02-756-0339,49309,19580310,12
00543204,(주)아이오케이컴퍼니,"IOKCOMPANY Co., Ltd.",아이오케이,078860,한성구,K,1101111952567,2118696978,서울특별시 용산구 서빙고로51길 52 비비안빌딩 2층,www.iok.co.kr,,02-6743-5600,02-565-5401,591,20000426,12
00195229,(주)휠라홀딩스,Fila Holdings,휠라홀딩스,081660,윤근창,Y,1101110792667,1148144271,"서울특별시 강동구 천호대로 1077 이스트센트럴타워15층,16층,17층,18층",www.filaholdings.com/kr/main/index.asp,,02-1577-3472,02-3470-9548,464,19910723,12
00124726,(주)빙그레,"BINGGRAE CO.,LTD",빙그레,005180,전창원,Y,1152110000287,1328100631,경기도 남양주시 미금로65번길 45 (도농동) (주)빙그레,www.bing.co.kr,,02-2022-6000,02-2022-6201,10501,19670913,12
00143262,(주)우진아이엔에스,"WOOJIN I&S Co.,Ltd",우진아이엔에스,010400,홍경모,Y,1101110175467,1148133003,서울특별시 서초구 방배로 166 한승빌딩 3층,www.woojini.com,www.woojini.com,02-535-7050,02-534-4582,422,19750127,12
00141246,에스지씨이테크건설(주),"SGC eTEC E&C Co., Ltd.",SGC이테크건설,016250,"안찬규, 이우성",K,1101110327555,2148189369,서울특별시 서초구 양재대로 246(염곡동),www.sgcetec.co.kr,,02-489-9000,02-489-8997,4112,19820914,12
00358271,(주)에스에프에이,SFA Engineering Corporation,에스에프에이,056190,김영민,K,1942110032714,6098135227,경기도 화성시 동탄면 영천로 38,www.sfa.co.kr,http://www.sfa.co.kr/ir/finance,031-379-1793,031-379-1769,292,19981218,12
00264635,에스넷시스템(주),S NET SYSTEMS.INC,에스넷,038680,"유홍준, 장병강",K,1101111647671,1208186581,서울특별시 강남구 선릉로 514 성원빌딩,www.snetsystems.co.kr,,02  -3469-2939,02  -3469-2987,62021,19990208,12
01210048,주식회사 이앤코리아,"ENKOREA Co., Ltd",이앤코리아,,최정환,E,2101110083693,4028196832,"전라북도 전주시 덕진구 반룡로 110 (팔복동2가), 201호",enkorea.asia,,0638584999,0638584995,2221,20120524,12
00447007,알리코제약(주),"KOREA ARLICO PHARM CO.,LTD.",알리코제약,260660,이항구,K,1350110038048,1348115033,서울특별시 서초구 바우뫼로27길 7-21 (양재동),www.arlico.co.kr,www.arlico.co.kr,02-585-0004,02-587-5199,21300,19921228,12
00132211,(주)선앤엘,"SUN&L CO.,LTD",SUN&L,002820,서성교,Y,1101110027593,1098133530,인천광역시 중구 월미로 96,www.sunwood.co.kr,,032-770-3000,02-791-0239,16211,19591017,12
00340917,(주)동원F&B,"DONGWON F & B CO.,LTD",동원F&B,049770,김성용,Y,1101112101816,2148668729,서울특별시 서초구  마방로 68 (양재동) 동원산업빌딩,www.dongwonfnb.com,,02-589-3000-1,02-589-3400,107,20001101,12
01109070,주식회사 비피도,BIFIDO. Co. Ltd,비피도,238200,신용철,K,1101111787378,1198132746,강원도 홍천군 홍천읍 농공단지길 23-16,bifido.com,,033-435-4962,033-435-4963,10797,19991012,12
00117300,(주)TCC스틸,TCC STEEL,TCC스틸,002710,"손봉락, 조석희, 손기영 (각자대표)",Y,1101110032112,1078113810,경상북도 포항시 남구  괴동로 100,www.tccsteel.com,,02-2633-3311,02-2676-7007,24191,19590716,12
00166227,화승인더스트리(주),"HS INDUSTRIES CO.,LTD",화승인더스트리,006060,대표이사 현석호,Y,1801110004323,6068101863,부산광역시 연제구 중앙대로 1079 장천빌딩 6층,www.hsi.co.kr,06606,051-311-0081,051-312-2465,2221,19690507,12
01179608,(주)포인트엔지니어링,"POINT ENGINEERING Co., Ltd.",포인트엔지니어링,256630,안범모,K,1101116201737,5738700509,충청남도 아산시 둔포면 아산밸리로 89 -,www.pointeng.co.kr,,070-4465-7318,041-546-5331,25923,20161013,12
00537337,(주)앤씨앤,"NC& Co., Ltd.",앤씨앤,092600,최종현,K,1101111413361,2138631520,경기도 성남시 분당구 판교로 323 (삼평동),nc-and.com,,02-3460-4700,02-3460-4799,2611,19970513,12
00104519,(주)국보,"KUKBO Co.,LTD",국보,001140,"하 현, 박찬하 각자대표",Y,1101110296073,1048124870,"부산광역시 수영구 광남로 42 8층(남천동, 국보빌딩)",www.kukbo.com,,02-765-5544,02-548-7651,49301,19531228,12
00165343,(주)혜인,HAEIN CORPORATION,혜인,003010,원경희,Y,1101110030413,1208127641,서울특별시 서초구  동산로 86 혜인빌딩,www.haein.com,,02-3498-4500,02-3498-4579,465,19601017,12
00544577,에이피티씨(주),Adaptive Plasma Technology Corp.,에이피티씨,089970,"최우형, 강영수 (각자 대표이사)",K,1348110068248,1248193411,경기도 이천시 마장면 서이천로 58-47,www.iaptc.com/,,031-645-1000,031-645-1100,29271,20020222,12
00615723,(주)아이윈플러스,"iWIN PLUS CO.,LTD.",아이윈플러스,123010,"이준식, 박기홍(각자 대표이사)",K,1101112870784,1148631150,충청북도 청주시 흥덕구 옥산면 과학산업1로 114,www.optopac.com,,043-218-7866,043-218-7869,262,20031008,12
00150165,(주)브이티지엠피,"VT GMP Co.,Ltd.",브이티지엠피,018290,"강승곤, 정철, 김양평",K,1101110509872,2028135574,경기도 파주시  산업단지길 139 (주)G.M.P,www.vtgmpcorp.co.kr,,031-943-5000,031 -942 -8812,204,19861107,12
01124680,(주)보라티알,"BORATR CO., Ltd.",보라티알,250000,강민석,K,1101115879030,4958800211,서울특별시 강남구 강남대로 518 화이트518,www.boratr.co.kr,,02-538-3373,02-3443-0470,4632,20151102,12
00159023,SK텔레콤(주),"SK TELECOM CO.,LTD",SK텔레콤,017670,유영상,Y,1101110371346,1048137225,서울특별시 중구  을지로 65 (을자로2가),www.sktelecom.com,,02-6100-2114,02-6100-7948,61220,19840420,12
00896285,(주)삼양사,Samyang Corporation,삼양사,145990,"최낙현, 강호성",Y,1101114720945,1018666838,서울특별시 종로구 종로33길 31 삼양사,www.samyangcorp.com,,02-740-7114,02-740-7140,10720,20111103,12
00364847,(주)이글루코퍼레이션,IGLOO Corporation,이글루,067920,이득춘,K,1101111800659,1078172385,서울특별시 송파구 정의로8길 7 한스빌딩,igloo.co.kr,,02 3452 8814,3452-8815,639,19991102,12
00103015,고려제약(주),"KOREAN DRUG CO., LTD.",고려제약,014570,"박해룡, 박상훈 (각자대표)",K,1344110001840,1268104796,경기도 이천시  신둔면 원적로 69-10,www.nicepharma.com,,02-529-6100,02  -529 -6114,21210,19800110,12
00126566,한화에어로스페이스(주),"HANWHA AEROSPACE CO., LTD.",한화에어로스페이스,012450,"손재일, 김동관",Y,1942110000480,6098102992,경상남도 창원시 성산구  창원대로 1204,www.hanwhaaerospace.co.kr/,,055-260-2114,02-729-5796,31321,19770801,12
00180865,(주)엔에스엔,"NSN Co., Ltd.",엔에스엔,031860,이상욱 (단독대표),K,1101110260218,1198101879,"서울특별시 강남구 영동대로96길 20 7층(삼성동, 대화빌딩)",www.a-motion.co.kr,,02-2106-5417,02-2106-5490,46800,19790912,12
00396925,(주)엠로,"EMRO., Incorporated",엠로,058970,송재민,K,1101111906887,2208181381,"서울특별시 영등포구 당산로41길 11, SK V1센터 E동 5층",www.emro.co.kr,,02-785-9848,02-785-6990,582,20000315,12
01101722,(주)한송네오텍,"HANSONGNEOTECH CO.,LTD.",한송네오텍,226440,"최영묵, 이대식(각자대표)",K,1101115796789,5688800222,경상북도 구미시 1공단로7길 36-1 -,hsneotech.com,http://www.hsneotech.com,054-462-9930,054-462-9932,292,20150730,12
00150828,진흥기업(주),CHINHUNG INTERNATIONAL INC,진흥기업,002780,박상신,Y,1101110006349,1068132769,"인천광역시 연수구 컨벤시아대로 69 (송도동 , 송도밀레니엄 807호)",www.chinhung.co.kr,,02-772-1200,02-776-9678,41221,19590903,12
00260569,유니셈(주),"UNION SEMICONDUCTOR EQUIPMENT  CO.,LTD;",유니셈,036200,"김형균,이양구(각자대표)",K,1348110024878,1248142101,경기도 화성시 동탄면 장지남길 10-7,www.unisem.co.kr,,031-379-5800,031-379-5700,29271,19960101,12
00106395,금호전기(주),"KUMHO ELECTRIC CO.,LTD",금호전기,001210,이홍민,Y,1101110028541,1058100527,서울특별시 영등포구 국제금융로 10 쓰리아이에프씨동 14층,www.khe.co.kr,,02-1566-2718,02)704-0044,28410,19350525,12
01138364,더핑크퐁컴퍼니(주),"The Pinkfong Company, Inc.",더핑크퐁컴퍼니,,김민석,E,1101114357110,2148859980,"서울특별시 서초구 명달로 94 5층(서초동, (주)삼성출판사사옥)",www.pinkfongcompany.com,,02-3470-6941,02-3470-6993,58222,20100601,12
01335453,(주)오하임아이엔티,"OHEIM INT Co.,Ltd.",오하임아이엔티,309930,서정일,K,1101116891801,3518601217,서울특별시 서초구 서초대로 396 강남빌딩 21층,,,02-2020-7637,,475,20181011,12
00565242,(주)에코비트,"ECORBIT Co., Ltd.",에코비트,,최인호,E,2811110087640,1288198738,경기도 시흥시 공단1대로322번길 16,www.tsk.co.kr/,,02-6901-8200,02-6901-8290,37011,20051117,12
00549925,(주)루트로닉,Lutronic Corporation,루트로닉,085370,황해령,K,1101111437379,2298128272,경기도 고양시 덕양구 소원로 219,www.lutronic.com,lutronic.irpage.co.kr/,031-926-7114,031-907-3440,27199,19970708,12
01046708,바디텍메드(주),Boditech Med Inc.,바디텍메드,206640,최의열,K,1101115527168,1078830220,강원도 춘천시 동내면 거두단지1길 43 -,www.boditech.co.kr,,033-243-1400,02-2004-4010,213,20140930,12
00936787,애경케미칼(주),"AEKYUNG CHEMICAL CO., LTD",애경케미칼,161000,표경원,Y,1101114951243,1138663305,서울특별시 마포구 양화로 188 9층(동교동),www.aekyungchemical.co.kr,,02-6078-3000,02-838-8434,201,20120903,12
00151395,(주)천일고속,"CHUNIL EXPRESS CO.,LTD",천일고속,000650,박도현,Y,1801110006915,6048100854,부산광역시 동구 중앙대로 168(초량동),www.chunilexpress.com,,051-254-9111,0512536416,49220,19490930,12
00862905,이지스자산운용 주식회사,"IGIS Asset Management Co., Ltd",이지스자산운용,,"김대영, 조갑주, 강영구",E,1101114310316,2018615022,서울특별시 영등포구 여의공원로 115,www.igisam.com,,02-6959-3100,02-780-7301,64201,20110322,12
00660750,하나머티리얼즈(주),Hana Materials Inc.,하나머티리얼즈,166090,오경석,K,1615110086227,3128188209,충청남도 천안시 서북구 3공단3로 42,hanamts.com,,041-410-1255,010-410-1090,2612,20070123,12
00203209,(주)에쎈테크,"ESSEN TECH CO.,LTD.",에쎈테크,043340,"조시영, 조경호",K,1201110087834,1398105578,"전라북도 군산시 자유무역2길 15 (오식도동, 군산자유무역표준공장 7동)",www.essentech.co.kr,,063-440-6561,063-440-2552,29133,19930806,12
00152260,(주)카스,Cas,카스,016920,김태인,K,1115110005269,1278108271,경기도 양주시  광적면 그루고개로 262,www.cas.co.kr,,02-2225-3526,02-477-0533,465,19830419,12
01494118,노을 주식회사,"Noul Co., Ltd.",노을,376930,임찬양(단독 대표이사),K,1101115906974,4828100161,"경기도 용인시 수지구 광교중앙로 338, 비동 10층",noul.kr,,031-308-6310,,27112,20151202,12
00238001,(주)블루콤,"BLUECOM CO.,LTD",블루콤,033560,김종규,K,1101110808357,1128129823,인천광역시 연수구  벤처로 116 (주)블루콤,www.bluec.co.kr,,032-810-0500,032-810-0600,26529,19911007,12
00367844,자이에스앤디(주),Xi S&D Inc.,자이에스앤디,317400,엄관석,Y,1101111934557,1208603362,서울특별시 중구 퇴계로 173,www.xisnd.com/,,02-6910-7100,02-6910-7101,681,20000408,12
00115065,(주)동남합성,"DONGNAMCHEMICALCO.,LTE.",동남합성,023450,"김정돈, 박미령 (각자대표)",Y,1101110057012,1228117945,충청남도 공주시 탄천면 탄천산업단지길 80-61 -,www.dongnamchem.com,,041-840-3100,041-858-7001,201,19651001,12
00923899,참존글로벌(주),"Charmzone Global Co., Ltd.",참존글로벌,158310,이홍배,E,1201110137572,1228151114,"경기도 화성시 동탄순환대로 830 202호,203호,204호,205호(영천동,동탄에스케이브이1센터)",www.sehorobo.com,http://www.starmobillity.co.kr,031-8085-0700,031-432-1047,29280,19960726,12
01140837,주식회사 이지트로닉스,"EGTRONICS Co., Ltd.",이지트로닉스,377330,강찬호,K,1345110132792,1428117139,경기도 화성시 금곡로163번길 63-100,www.egtronics.co.kr,,02-881-9800,031-881-9801,2811,20081124,12
01414422,(주)아이비김영,"IBKIMYOUNG CO.,LTD.",아이비김영,339950,김석철,K,1101117257507,1208827562,"서울특별시 서초구 강남대로 279 4,5층(서초동, 백향빌딩)",www.kimyoung.co.kr,,070-4014-5137,02-599-5611,85503,20191011,12
00624518,(주)솔루에타,"Solueta Co.,Ltd.",솔루에타,154040,양삼주,K,1351110065750,1238189952,경기도 화성시 마도면 해운로 498-42 -,www.solueta.com,http://solueta.com/xe/board_XhtB29,031-508-2655,031-508-2606,2629,20030627,12
00208444,피에스케이홀딩스(주),PSK HOLDINGS INC.,피에스케이홀딩스,031980,박경수,K,1347110004377,1258106879,경기도 화성시  삼성1로4길 48 피에스케이,www.pskholding.com,,031-660-8700,031)611-8963,29271,19900611,12
01365825,피에스케이 주식회사,PSK INC.,피에스케이,319660,이경일,K,1348110493354,1508801336,경기도 화성시 삼성1로4길 48,www.pskinc.com,,031-660-8703,,29271,20190401,12
01113949,(주)퓨전,"Fusion Co.,Ltd",퓨전,195440,이재수,E,1101112252289,1078601532,"서울특별시 강남구 도산대로 532 5층(청담동,인희빌딩)",www.fusiondata.co.kr,,02-547-7688,02-547-7689,58221,20010601,12
00668965,(주)지오엘리먼트,"GO Element Co., Ltd.",지오엘리먼트,311320,신현국,K,1313110059571,1258157795,경기도 안성시 금석3길 30,www.goelement.co.kr,,031-611-9123,031-611-9121,262,20050503,12
